Group1: strain_1|MBOGGBJL_00270 strain_1|MBOGGBJL_00480 strain_1|MBOGGBJL_03108 strain_1|MBOGGBJL_03641 strain_1|MBOGGBJL_01180 strain_1|MBOGGBJL_00408 strain_1|MBOGGBJL_03801 strain_1|MBOGGBJL_03173 strain_1|MBOGGBJL_03052 strain_1|MBOGGBJL_00467 strain_1|MBOGGBJL_02937 strain_1|MBOGGBJL_01854 strain_1|MBOGGBJL_00657 strain_1|MBOGGBJL_01998 strain_1|MBOGGBJL_03527 strain_1|MBOGGBJL_03715 strain_1|MBOGGBJL_01980 strain_1|MBOGGBJL_03528 strain_1|MBOGGBJL_01997 strain_1|MBOGGBJL_02828
Group2: strain_1|MBOGGBJL_00606 strain_1|MBOGGBJL_02577 strain_2|NIKFMFAN_03928 strain_2|NIKFMFAN_04079
Group3: strain_1|MBOGGBJL_03996 strain_1|MBOGGBJL_04008 strain_1|MBOGGBJL_04007 strain_2|NIKFMFAN_04061
Group4: strain_2|NIKFMFAN_02317 strain_2|NIKFMFAN_02336 strain_1|MBOGGBJL_03521
Group5: strain_2|NIKFMFAN_03620 strain_2|NIKFMFAN_04136 strain_1|MBOGGBJL_01329
Group6: strain_2|NIKFMFAN_03936 strain_2|NIKFMFAN_04016 strain_1|MBOGGBJL_00598
Group7: strain_1|MBOGGBJL_00576 strain_1|MBOGGBJL_02556 strain_2|NIKFMFAN_02850
Group8: strain_1|MBOGGBJL_00578 strain_1|MBOGGBJL_02558 strain_2|NIKFMFAN_02851
Group9: strain_1|MBOGGBJL_00579 strain_1|MBOGGBJL_02559 strain_2|NIKFMFAN_02852
Group10: strain_1|MBOGGBJL_00586 strain_1|MBOGGBJL_02562 strain_2|NIKFMFAN_02855
Group11: strain_1|MBOGGBJL_00588 strain_1|MBOGGBJL_02565 strain_2|NIKFMFAN_02857
Group12: strain_1|MBOGGBJL_01413 strain_1|MBOGGBJL_01414 strain_2|NIKFMFAN_01580
Group13: strain_1|MBOGGBJL_01893 strain_1|MBOGGBJL_01894 strain_2|NIKFMFAN_03248
Group14: strain_1|MBOGGBJL_02830 strain_1|MBOGGBJL_02833 strain_2|NIKFMFAN_04118
Group15: strain_1|MBOGGBJL_04010 strain_1|MBOGGBJL_04011 strain_2|NIKFMFAN_04058
Group16: strain_1|MBOGGBJL_00611 strain_1|MBOGGBJL_02582 strain_2|NIKFMFAN_04033
Group17: strain_1|MBOGGBJL_00407 strain_2|NIKFMFAN_01223 strain_1|MBOGGBJL_00409
Group18: strain_1|MBOGGBJL_02849 strain_2|NIKFMFAN_02989 strain_2|NIKFMFAN_02988
Group19: strain_2|NIKFMFAN_03939 strain_2|NIKFMFAN_04018
Group1271: strain_1|MBOGGBJL_01310 strain_2|NIKFMFAN_03639
Group1272: strain_1|MBOGGBJL_01311 strain_2|NIKFMFAN_03638
Group1273: strain_1|MBOGGBJL_01312 strain_2|NIKFMFAN_03637
Group1274: strain_1|MBOGGBJL_01313 strain_2|NIKFMFAN_03636
Group1275: strain_1|MBOGGBJL_01314 strain_2|NIKFMFAN_03635
Group1276: strain_1|MBOGGBJL_01315 strain_2|NIKFMFAN_03634
Group1277: strain_1|MBOGGBJL_01316 strain_2|NIKFMFAN_03633
Group1278: strain_1|MBOGGBJL_01317 strain_2|NIKFMFAN_03632
Group1279: strain_1|MBOGGBJL_01318 strain_2|NIKFMFAN_03631
Group1280: strain_1|MBOGGBJL_01319 strain_2|NIKFMFAN_03630
Group1281: strain_1|MBOGGBJL_01320 strain_2|NIKFMFAN_03629
Group1282: strain_1|MBOGGBJL_01321 strain_2|NIKFMFAN_03628
Group1283: strain_1|MBOGGBJL_01322 strain_2|NIKFMFAN_03627
Group1284: strain_1|MBOGGBJL_01323 strain_2|NIKFMFAN_03626
Group1285: strain_1|MBOGGBJL_01324 strain_2|NIKFMFAN_03625
Group1286: strain_1|MBOGGBJL_01325 strain_2|NIKFMFAN_03624
Group1287: strain_1|MBOGGBJL_01326 strain_2|NIKFMFAN_03623
Group1288: strain_1|MBOGGBJL_01327 strain_2|NIKFMFAN_03622
Group1289: strain_1|MBOGGBJL_01328 strain_2|NIKFMFAN_03621
Group1290: strain_1|MBOGGBJL_01330 strain_2|NIKFMFAN_03619
Group1291: strain_1|MBOGGBJL_01331 strain_2|NIKFMFAN_03618
Group1292: strain_1|MBOGGBJL_01332 strain_2|NIKFMFAN_03617
Group1293: strain_1|MBOGGBJL_01333 strain_2|NIKFMFAN_03616
Group1294: strain_1|MBOGGBJL_01334 strain_2|NIKFMFAN_03615
Group1295: strain_1|MBOGGBJL_01335 strain_2|NIKFMFAN_03614
Group1296: strain_1|MBOGGBJL_01336 strain_2|NIKFMFAN_03613
Group1297: strain_1|MBOGGBJL_01337 strain_2|NIKFMFAN_03612
Group1298: strain_1|MBOGGBJL_01338 strain_2|NIKFMFAN_03611
Group1299: strain_1|MBOGGBJL_01339 strain_2|NIKFMFAN_03610
Group1300: strain_1|MBOGGBJL_01340 strain_2|NIKFMFAN_03609
Group1301: strain_1|MBOGGBJL_01342 strain_2|NIKFMFAN_03607
Group1302: strain_1|MBOGGBJL_01343 strain_2|NIKFMFAN_01509
Group1303: strain_1|MBOGGBJL_01344 strain_2|NIKFMFAN_01510
Group1304: strain_1|MBOGGBJL_01345 strain_2|NIKFMFAN_01511
Group1305: strain_1|MBOGGBJL_01346 strain_2|NIKFMFAN_01512
Group1306: strain_1|MBOGGBJL_01347 strain_2|NIKFMFAN_01513
Group1307: strain_1|MBOGGBJL_01348 strain_2|NIKFMFAN_01514
Group1308: strain_1|MBOGGBJL_01349 strain_2|NIKFMFAN_01515
Group1309: strain_1|MBOGGBJL_01350 strain_2|NIKFMFAN_01516
Group1310: strain_1|MBOGGBJL_01351 strain_2|NIKFMFAN_01517
Group1311: strain_1|MBOGGBJL_01352 strain_2|NIKFMFAN_01518
Group1312: strain_1|MBOGGBJL_01353 strain_2|NIKFMFAN_01519
Group1313: strain_1|MBOGGBJL_01354 strain_2|NIKFMFAN_01520
Group1314: strain_1|MBOGGBJL_01355 strain_2|NIKFMFAN_01521
Group1315: strain_1|MBOGGBJL_01356 strain_2|NIKFMFAN_01522
Group1316: strain_1|MBOGGBJL_01357 strain_2|NIKFMFAN_01523
Group1317: strain_1|MBOGGBJL_01358 strain_2|NIKFMFAN_01524
Group1318: strain_1|MBOGGBJL_01359 strain_2|NIKFMFAN_01525
Group1319: strain_1|MBOGGBJL_01360 strain_2|NIKFMFAN_01526
Group1320: strain_1|MBOGGBJL_01361 strain_2|NIKFMFAN_01527
Group1321: strain_1|MBOGGBJL_01362 strain_2|NIKFMFAN_01528
Group1322: strain_1|MBOGGBJL_01363 strain_2|NIKFMFAN_01529
Group1323: strain_1|MBOGGBJL_01364 strain_2|NIKFMFAN_01530
Group1324: strain_1|MBOGGBJL_01365 strain_2|NIKFMFAN_01531
Group1325: strain_1|MBOGGBJL_01366 strain_2|NIKFMFAN_01532
Group1326: strain_1|MBOGGBJL_01367 strain_2|NIKFMFAN_01533
Group1327: strain_1|MBOGGBJL_01368 strain_2|NIKFMFAN_01534
Group1328: strain_1|MBOGGBJL_01369 strain_2|NIKFMFAN_01535
Group1329: strain_1|MBOGGBJL_01370 strain_2|NIKFMFAN_01536
Group1330: strain_1|MBOGGBJL_01371 strain_2|NIKFMFAN_01537
Group1331: strain_1|MBOGGBJL_01372 strain_2|NIKFMFAN_01538
Group1332: strain_1|MBOGGBJL_01373 strain_2|NIKFMFAN_01539
Group1333: strain_1|MBOGGBJL_01374 strain_2|NIKFMFAN_01540
Group1334: strain_1|MBOGGBJL_01375 strain_2|NIKFMFAN_01541
Group1335: strain_1|MBOGGBJL_01376 strain_2|NIKFMFAN_01542
Group1336: strain_1|MBOGGBJL_01377 strain_2|NIKFMFAN_01543
Group1337: strain_1|MBOGGBJL_01378 strain_2|NIKFMFAN_01544
Group1338: strain_1|MBOGGBJL_01379 strain_2|NIKFMFAN_01545
Group1339: strain_1|MBOGGBJL_01380 strain_2|NIKFMFAN_01546
Group1340: strain_1|MBOGGBJL_01381 strain_2|NIKFMFAN_01547
Group1341: strain_1|MBOGGBJL_01382 strain_2|NIKFMFAN_01548
Group1342: strain_1|MBOGGBJL_01383 strain_2|NIKFMFAN_01549
Group1343: strain_1|MBOGGBJL_01384 strain_2|NIKFMFAN_01550
Group1344: strain_1|MBOGGBJL_01385 strain_2|NIKFMFAN_01551
Group1345: strain_1|MBOGGBJL_01386 strain_2|NIKFMFAN_01552
Group1346: strain_1|MBOGGBJL_01387 strain_2|NIKFMFAN_01553
Group1347: strain_1|MBOGGBJL_01388 strain_2|NIKFMFAN_01554
Group1348: strain_1|MBOGGBJL_01389 strain_2|NIKFMFAN_01555
Group1349: strain_1|MBOGGBJL_01390 strain_2|NIKFMFAN_01556
Group1350: strain_1|MBOGGBJL_01391 strain_2|NIKFMFAN_01557
Group1351: strain_1|MBOGGBJL_01392 strain_2|NIKFMFAN_01558
Group1352: strain_1|MBOGGBJL_01393 strain_2|NIKFMFAN_01559
Group1353: strain_1|MBOGGBJL_01394 strain_2|NIKFMFAN_01560
Group1354: strain_1|MBOGGBJL_01395 strain_2|NIKFMFAN_01561
Group1355: strain_1|MBOGGBJL_01396 strain_2|NIKFMFAN_01562
Group1356: strain_1|MBOGGBJL_01397 strain_2|NIKFMFAN_01563
Group1357: strain_1|MBOGGBJL_01398 strain_2|NIKFMFAN_01564
Group1358: strain_1|MBOGGBJL_01399 strain_2|NIKFMFAN_01565
Group1359: strain_1|MBOGGBJL_01400 strain_2|NIKFMFAN_01566
Group1360: strain_1|MBOGGBJL_01401 strain_2|NIKFMFAN_01567
Group1361: strain_1|MBOGGBJL_01402 strain_2|NIKFMFAN_01568
Group1362: strain_1|MBOGGBJL_01403 strain_2|NIKFMFAN_01569
Group1363: strain_1|MBOGGBJL_01404 strain_2|NIKFMFAN_01570
Group1364: strain_1|MBOGGBJL_01405 strain_2|NIKFMFAN_01571
Group1365: strain_1|MBOGGBJL_01406 strain_2|NIKFMFAN_01572
Group1366: strain_1|MBOGGBJL_01407 strain_2|NIKFMFAN_01573
Group1367: strain_1|MBOGGBJL_01408 strain_2|NIKFMFAN_01574
Group1368: strain_1|MBOGGBJL_01409 strain_2|NIKFMFAN_01575
Group1369: strain_1|MBOGGBJL_01410 strain_2|NIKFMFAN_01576
Group1370: strain_1|MBOGGBJL_01411 strain_2|NIKFMFAN_01578
Group1371: strain_1|MBOGGBJL_01412 strain_2|NIKFMFAN_01579
Group1372: strain_1|MBOGGBJL_01417 strain_2|NIKFMFAN_01582
Group1373: strain_1|MBOGGBJL_01418 strain_2|NIKFMFAN_01583
Group1374: strain_1|MBOGGBJL_01419 strain_2|NIKFMFAN_01584
Group1375: strain_1|MBOGGBJL_01420 strain_2|NIKFMFAN_01585
Group1376: strain_1|MBOGGBJL_01421 strain_2|NIKFMFAN_01586
Group1377: strain_1|MBOGGBJL_01422 strain_2|NIKFMFAN_01587
Group1378: strain_1|MBOGGBJL_01423 strain_2|NIKFMFAN_01588
Group1379: strain_1|MBOGGBJL_01424 strain_2|NIKFMFAN_01589
Group1380: strain_1|MBOGGBJL_01425 strain_2|NIKFMFAN_01590
Group1381: strain_1|MBOGGBJL_01426 strain_2|NIKFMFAN_01591
Group1382: strain_1|MBOGGBJL_01427 strain_2|NIKFMFAN_01592
Group1383: strain_1|MBOGGBJL_01428 strain_2|NIKFMFAN_01593
Group1384: strain_1|MBOGGBJL_01429 strain_2|NIKFMFAN_01594
Group1385: strain_1|MBOGGBJL_01430 strain_2|NIKFMFAN_01595
Group1386: strain_1|MBOGGBJL_01431 strain_2|NIKFMFAN_01596
Group1387: strain_1|MBOGGBJL_01432 strain_2|NIKFMFAN_01597
Group1388: strain_1|MBOGGBJL_01433 strain_2|NIKFMFAN_01598
Group1389: strain_1|MBOGGBJL_01434 strain_2|NIKFMFAN_01599
Group1390: strain_1|MBOGGBJL_01435 strain_2|NIKFMFAN_01600
Group1391: strain_1|MBOGGBJL_01436 strain_2|NIKFMFAN_01601
Group1392: strain_1|MBOGGBJL_01437 strain_2|NIKFMFAN_01602
Group1393: strain_1|MBOGGBJL_01438 strain_2|NIKFMFAN_01603
Group1394: strain_1|MBOGGBJL_01439 strain_2|NIKFMFAN_01604
Group1395: strain_1|MBOGGBJL_01440 strain_2|NIKFMFAN_01605
Group1396: strain_1|MBOGGBJL_01441 strain_2|NIKFMFAN_01606
Group1397: strain_1|MBOGGBJL_01442 strain_2|NIKFMFAN_01607
Group1398: strain_1|MBOGGBJL_01443 strain_2|NIKFMFAN_01608
Group1399: strain_1|MBOGGBJL_01444 strain_2|NIKFMFAN_01609
Group1400: strain_1|MBOGGBJL_01445 strain_2|NIKFMFAN_01610
Group1401: strain_1|MBOGGBJL_01446 strain_2|NIKFMFAN_01611
Group1402: strain_1|MBOGGBJL_01447 strain_2|NIKFMFAN_01612
Group1403: strain_1|MBOGGBJL_01448 strain_2|NIKFMFAN_01613
Group1404: strain_1|MBOGGBJL_01449 strain_2|NIKFMFAN_01614
Group1405: strain_1|MBOGGBJL_01450 strain_2|NIKFMFAN_01615
Group1406: strain_1|MBOGGBJL_01451 strain_2|NIKFMFAN_01616
Group1407: strain_1|MBOGGBJL_01452 strain_2|NIKFMFAN_01617
Group1408: strain_1|MBOGGBJL_01453 strain_2|NIKFMFAN_01618
Group1409: strain_1|MBOGGBJL_01454 strain_2|NIKFMFAN_01619
Group1410: strain_1|MBOGGBJL_01455 strain_2|NIKFMFAN_01620
Group1411: strain_1|MBOGGBJL_01456 strain_2|NIKFMFAN_01621
Group1412: strain_1|MBOGGBJL_01457 strain_2|NIKFMFAN_01622
Group1413: strain_1|MBOGGBJL_01458 strain_2|NIKFMFAN_01623
Group1414: strain_1|MBOGGBJL_01459 strain_2|NIKFMFAN_01624
Group1415: strain_1|MBOGGBJL_01460 strain_2|NIKFMFAN_01625
Group1416: strain_1|MBOGGBJL_01461 strain_2|NIKFMFAN_01626
Group1417: strain_1|MBOGGBJL_01462 strain_2|NIKFMFAN_01627
Group1418: strain_1|MBOGGBJL_01463 strain_2|NIKFMFAN_01628
Group1419: strain_1|MBOGGBJL_01464 strain_2|NIKFMFAN_01629
Group1420: strain_1|MBOGGBJL_01465 strain_2|NIKFMFAN_01630
Group1421: strain_1|MBOGGBJL_01466 strain_2|NIKFMFAN_01631
Group1422: strain_1|MBOGGBJL_01467 strain_2|NIKFMFAN_01632
Group1423: strain_1|MBOGGBJL_01468 strain_2|NIKFMFAN_01633
Group1424: strain_1|MBOGGBJL_01470 strain_2|NIKFMFAN_01635
Group1425: strain_1|MBOGGBJL_01471 strain_2|NIKFMFAN_01636
Group1426: strain_1|MBOGGBJL_01472 strain_2|NIKFMFAN_01637
Group1427: strain_1|MBOGGBJL_01473 strain_2|NIKFMFAN_01638
Group1428: strain_1|MBOGGBJL_01474 strain_2|NIKFMFAN_01639
Group1429: strain_1|MBOGGBJL_01475 strain_2|NIKFMFAN_01640
Group1430: strain_1|MBOGGBJL_01476 strain_2|NIKFMFAN_01641
Group1431: strain_1|MBOGGBJL_01477 strain_2|NIKFMFAN_01642
Group1432: strain_1|MBOGGBJL_01478 strain_2|NIKFMFAN_01643
Group1433: strain_1|MBOGGBJL_01479 strain_2|NIKFMFAN_01644
Group1434: strain_1|MBOGGBJL_01480 strain_2|NIKFMFAN_01645
Group1435: strain_1|MBOGGBJL_01481 strain_2|NIKFMFAN_01646
Group1436: strain_1|MBOGGBJL_01482 strain_2|NIKFMFAN_01647
Group1437: strain_1|MBOGGBJL_01483 strain_2|NIKFMFAN_01648
Group1438: strain_1|MBOGGBJL_01484 strain_2|NIKFMFAN_01649
Group1439: strain_1|MBOGGBJL_01486 strain_2|NIKFMFAN_01651
Group1440: strain_1|MBOGGBJL_01487 strain_2|NIKFMFAN_01652
Group1441: strain_1|MBOGGBJL_01488 strain_2|NIKFMFAN_01653
Group1442: strain_1|MBOGGBJL_01489 strain_2|NIKFMFAN_01654
Group1443: strain_1|MBOGGBJL_01490 strain_2|NIKFMFAN_01655
Group1444: strain_1|MBOGGBJL_01491 strain_2|NIKFMFAN_01656
Group1445: strain_1|MBOGGBJL_01492 strain_2|NIKFMFAN_01657
Group1446: strain_1|MBOGGBJL_01493 strain_2|NIKFMFAN_01658
Group1447: strain_1|MBOGGBJL_01494 strain_2|NIKFMFAN_01659
Group1448: strain_1|MBOGGBJL_01495 strain_2|NIKFMFAN_01660
Group1449: strain_1|MBOGGBJL_01496 strain_2|NIKFMFAN_01661
Group1450: strain_1|MBOGGBJL_01497 strain_2|NIKFMFAN_01662
Group1451: strain_1|MBOGGBJL_01498 strain_2|NIKFMFAN_01663
Group1452: strain_1|MBOGGBJL_01499 strain_2|NIKFMFAN_01664
Group1453: strain_1|MBOGGBJL_01500 strain_2|NIKFMFAN_01665
Group1454: strain_1|MBOGGBJL_01501 strain_2|NIKFMFAN_01666
Group1455: strain_1|MBOGGBJL_01502 strain_2|NIKFMFAN_01667
Group1456: strain_1|MBOGGBJL_01503 strain_2|NIKFMFAN_01668
Group1457: strain_1|MBOGGBJL_01504 strain_2|NIKFMFAN_01669
Group1458: strain_1|MBOGGBJL_01505 strain_2|NIKFMFAN_01670
Group1459: strain_1|MBOGGBJL_01506 strain_2|NIKFMFAN_01671
Group1460: strain_1|MBOGGBJL_01507 strain_2|NIKFMFAN_01672
Group1461: strain_1|MBOGGBJL_01508 strain_2|NIKFMFAN_01673
Group1462: strain_1|MBOGGBJL_01509 strain_2|NIKFMFAN_01674
Group1463: strain_1|MBOGGBJL_01510 strain_2|NIKFMFAN_01675
Group1464: strain_1|MBOGGBJL_01511 strain_2|NIKFMFAN_01676
Group1465: strain_1|MBOGGBJL_01512 strain_2|NIKFMFAN_01677
Group1466: strain_1|MBOGGBJL_01513 strain_2|NIKFMFAN_01678
Group1467: strain_1|MBOGGBJL_01514 strain_2|NIKFMFAN_01679
Group1468: strain_1|MBOGGBJL_01515 strain_2|NIKFMFAN_01680
Group1469: strain_1|MBOGGBJL_01516 strain_2|NIKFMFAN_01681
Group1470: strain_1|MBOGGBJL_01518 strain_2|NIKFMFAN_01683
Group1471: strain_1|MBOGGBJL_01519 strain_2|NIKFMFAN_01684
Group1472: strain_1|MBOGGBJL_01520 strain_2|NIKFMFAN_01685
Group1473: strain_1|MBOGGBJL_01521 strain_2|NIKFMFAN_01686
Group1474: strain_1|MBOGGBJL_01522 strain_2|NIKFMFAN_01687
Group1475: strain_1|MBOGGBJL_01523 strain_2|NIKFMFAN_01688
Group1476: strain_1|MBOGGBJL_01524 strain_2|NIKFMFAN_01689
Group1477: strain_1|MBOGGBJL_01525 strain_2|NIKFMFAN_01690
Group1478: strain_1|MBOGGBJL_01526 strain_2|NIKFMFAN_01691
Group1479: strain_1|MBOGGBJL_01527 strain_2|NIKFMFAN_01692
Group1480: strain_1|MBOGGBJL_01528 strain_2|NIKFMFAN_01693
Group1481: strain_1|MBOGGBJL_01529 strain_2|NIKFMFAN_01694
Group1482: strain_1|MBOGGBJL_01530 strain_2|NIKFMFAN_01695
Group1483: strain_1|MBOGGBJL_01531 strain_2|NIKFMFAN_01696
Group1484: strain_1|MBOGGBJL_01532 strain_2|NIKFMFAN_01697
Group1485: strain_1|MBOGGBJL_01533 strain_2|NIKFMFAN_01698
Group1486: strain_1|MBOGGBJL_01534 strain_2|NIKFMFAN_01699
Group1487: strain_1|MBOGGBJL_01535 strain_2|NIKFMFAN_01700
Group1488: strain_1|MBOGGBJL_01537 strain_2|NIKFMFAN_01702
Group1489: strain_1|MBOGGBJL_01538 strain_2|NIKFMFAN_01703
Group1490: strain_1|MBOGGBJL_01539 strain_2|NIKFMFAN_01704
Group1491: strain_1|MBOGGBJL_01540 strain_2|NIKFMFAN_01705
Group1492: strain_1|MBOGGBJL_01541 strain_2|NIKFMFAN_01706
Group1493: strain_1|MBOGGBJL_01542 strain_2|NIKFMFAN_01707
Group1494: strain_1|MBOGGBJL_01543 strain_2|NIKFMFAN_01708
Group1495: strain_1|MBOGGBJL_01544 strain_2|NIKFMFAN_01709
Group1496: strain_1|MBOGGBJL_01545 strain_2|NIKFMFAN_01710
Group1497: strain_1|MBOGGBJL_01546 strain_2|NIKFMFAN_01711
Group1498: strain_1|MBOGGBJL_01548 strain_2|NIKFMFAN_01713
Group1499: strain_1|MBOGGBJL_01549 strain_2|NIKFMFAN_01714
Group1500: strain_1|MBOGGBJL_01550 strain_2|NIKFMFAN_01715
Group1501: strain_1|MBOGGBJL_01551 strain_2|NIKFMFAN_01716
Group1502: strain_1|MBOGGBJL_01552 strain_2|NIKFMFAN_01717
Group1503: strain_1|MBOGGBJL_01553 strain_2|NIKFMFAN_01718
Group1504: strain_1|MBOGGBJL_01554 strain_2|NIKFMFAN_01719
Group1505: strain_1|MBOGGBJL_01555 strain_2|NIKFMFAN_01720
Group1506: strain_1|MBOGGBJL_01556 strain_2|NIKFMFAN_01721
Group1507: strain_1|MBOGGBJL_01557 strain_2|NIKFMFAN_01722
Group1508: strain_1|MBOGGBJL_01567 strain_2|NIKFMFAN_00407
Group1509: strain_1|MBOGGBJL_01568 strain_2|NIKFMFAN_00408
Group1510: strain_1|MBOGGBJL_01569 strain_2|NIKFMFAN_00409
Group1511: strain_1|MBOGGBJL_01570 strain_2|NIKFMFAN_00410
Group1512: strain_1|MBOGGBJL_01571 strain_2|NIKFMFAN_00411
Group1513: strain_1|MBOGGBJL_01572 strain_2|NIKFMFAN_00412
Group1514: strain_1|MBOGGBJL_01573 strain_2|NIKFMFAN_00413
Group1515: strain_1|MBOGGBJL_01574 strain_2|NIKFMFAN_00414
Group1516: strain_1|MBOGGBJL_01575 strain_2|NIKFMFAN_00417
Group1517: strain_1|MBOGGBJL_01576 strain_2|NIKFMFAN_00418
Group1518: strain_1|MBOGGBJL_01577 strain_2|NIKFMFAN_00419
Group1519: strain_1|MBOGGBJL_01578 strain_2|NIKFMFAN_00420
Group1520: strain_1|MBOGGBJL_01579 strain_2|NIKFMFAN_00421
Group1521: strain_1|MBOGGBJL_01580 strain_2|NIKFMFAN_00422
Group1522: strain_1|MBOGGBJL_01581 strain_2|NIKFMFAN_00423
Group1523: strain_1|MBOGGBJL_01582 strain_2|NIKFMFAN_00424
Group1524: strain_1|MBOGGBJL_01583 strain_2|NIKFMFAN_00425
Group1525: strain_1|MBOGGBJL_01585 strain_2|NIKFMFAN_00427
Group1526: strain_1|MBOGGBJL_01586 strain_2|NIKFMFAN_00428
Group1527: strain_1|MBOGGBJL_01587 strain_2|NIKFMFAN_00429
Group1528: strain_1|MBOGGBJL_01588 strain_2|NIKFMFAN_00430
Group1529: strain_1|MBOGGBJL_01589 strain_2|NIKFMFAN_00431
Group1530: strain_1|MBOGGBJL_01590 strain_2|NIKFMFAN_00432
Group1531: strain_1|MBOGGBJL_01591 strain_2|NIKFMFAN_00433
Group1532: strain_1|MBOGGBJL_01592 strain_2|NIKFMFAN_00434
Group1533: strain_1|MBOGGBJL_01593 strain_2|NIKFMFAN_00435
Group1534: strain_1|MBOGGBJL_01594 strain_2|NIKFMFAN_00436
Group1535: strain_1|MBOGGBJL_01595 strain_2|NIKFMFAN_00437
Group1536: strain_1|MBOGGBJL_01596 strain_2|NIKFMFAN_00438
Group1537: strain_1|MBOGGBJL_01597 strain_2|NIKFMFAN_00439
Group1538: strain_1|MBOGGBJL_01598 strain_2|NIKFMFAN_00440
Group1539: strain_1|MBOGGBJL_01599 strain_2|NIKFMFAN_00441
Group1540: strain_1|MBOGGBJL_01600 strain_2|NIKFMFAN_00442
Group1541: strain_1|MBOGGBJL_01601 strain_2|NIKFMFAN_00443
Group1542: strain_1|MBOGGBJL_01602 strain_2|NIKFMFAN_00444
Group1543: strain_1|MBOGGBJL_01603 strain_2|NIKFMFAN_00445
Group1544: strain_1|MBOGGBJL_01604 strain_2|NIKFMFAN_00446
Group1545: strain_1|MBOGGBJL_01605 strain_2|NIKFMFAN_00447
Group1546: strain_1|MBOGGBJL_01606 strain_2|NIKFMFAN_00448
Group1547: strain_1|MBOGGBJL_01607 strain_2|NIKFMFAN_00449
Group1548: strain_1|MBOGGBJL_01608 strain_2|NIKFMFAN_00450
Group1549: strain_1|MBOGGBJL_01609 strain_2|NIKFMFAN_00451
Group1550: strain_1|MBOGGBJL_01610 strain_2|NIKFMFAN_00452
Group1551: strain_1|MBOGGBJL_01611 strain_2|NIKFMFAN_00453
Group1552: strain_1|MBOGGBJL_01612 strain_2|NIKFMFAN_00454
Group1553: strain_1|MBOGGBJL_01613 strain_2|NIKFMFAN_00455
Group1554: strain_1|MBOGGBJL_01615 strain_2|NIKFMFAN_00457
Group1555: strain_1|MBOGGBJL_01616 strain_2|NIKFMFAN_00458
Group1556: strain_1|MBOGGBJL_01617 strain_2|NIKFMFAN_00459
Group1557: strain_1|MBOGGBJL_01618 strain_2|NIKFMFAN_00460
Group1558: strain_1|MBOGGBJL_01619 strain_2|NIKFMFAN_00461
Group1559: strain_1|MBOGGBJL_01620 strain_2|NIKFMFAN_00462
Group1560: strain_1|MBOGGBJL_01621 strain_2|NIKFMFAN_00463
Group1561: strain_1|MBOGGBJL_01622 strain_2|NIKFMFAN_00464
Group1562: strain_1|MBOGGBJL_01623 strain_2|NIKFMFAN_00465
Group1563: strain_1|MBOGGBJL_01624 strain_2|NIKFMFAN_00466
Group1564: strain_1|MBOGGBJL_01625 strain_2|NIKFMFAN_00467
Group1565: strain_1|MBOGGBJL_01626 strain_2|NIKFMFAN_00468
Group1566: strain_1|MBOGGBJL_01627 strain_2|NIKFMFAN_00469
Group1567: strain_1|MBOGGBJL_01628 strain_2|NIKFMFAN_00470
Group1568: strain_1|MBOGGBJL_01629 strain_2|NIKFMFAN_00471
Group1569: strain_1|MBOGGBJL_01630 strain_2|NIKFMFAN_00472
Group1570: strain_1|MBOGGBJL_01631 strain_2|NIKFMFAN_00473
Group1571: strain_1|MBOGGBJL_01632 strain_2|NIKFMFAN_00474
Group1572: strain_1|MBOGGBJL_01633 strain_2|NIKFMFAN_00475
Group1573: strain_1|MBOGGBJL_01634 strain_2|NIKFMFAN_00476
Group1574: strain_1|MBOGGBJL_01635 strain_2|NIKFMFAN_00477
Group1575: strain_1|MBOGGBJL_01636 strain_2|NIKFMFAN_00478
Group1576: strain_1|MBOGGBJL_01637 strain_2|NIKFMFAN_00479
Group1577: strain_1|MBOGGBJL_01638 strain_2|NIKFMFAN_00480
Group1578: strain_1|MBOGGBJL_01639 strain_2|NIKFMFAN_00481
Group1579: strain_1|MBOGGBJL_01640 strain_2|NIKFMFAN_00482
Group1580: strain_1|MBOGGBJL_01641 strain_2|NIKFMFAN_00483
Group1581: strain_1|MBOGGBJL_01642 strain_2|NIKFMFAN_00484
Group1582: strain_1|MBOGGBJL_01643 strain_2|NIKFMFAN_00485
Group1583: strain_1|MBOGGBJL_01644 strain_2|NIKFMFAN_00486
Group1584: strain_1|MBOGGBJL_01645 strain_2|NIKFMFAN_00487
Group1585: strain_1|MBOGGBJL_01646 strain_2|NIKFMFAN_00488
Group1586: strain_1|MBOGGBJL_01647 strain_2|NIKFMFAN_00489
Group1587: strain_1|MBOGGBJL_01648 strain_2|NIKFMFAN_00490
Group1588: strain_1|MBOGGBJL_01649 strain_2|NIKFMFAN_00491
Group1589: strain_1|MBOGGBJL_01650 strain_2|NIKFMFAN_00493
Group1590: strain_1|MBOGGBJL_01651 strain_2|NIKFMFAN_00494
Group1591: strain_1|MBOGGBJL_01652 strain_2|NIKFMFAN_00495
Group1592: strain_1|MBOGGBJL_01653 strain_2|NIKFMFAN_00496
Group1593: strain_1|MBOGGBJL_01654 strain_2|NIKFMFAN_00497
Group1594: strain_1|MBOGGBJL_01655 strain_2|NIKFMFAN_00498
